name;full_name;birth_date;age;height_cm;weight_kgs;positions;nationality;overall_rating;value_euro;wage_euro;preferred_foot;national_team;team_position;national_numb
D. Álvarez;Daniel Álvarez López;7/22/1994;30;175.26;69.9;RM,LM,RW;Mexico;72;4200000;9000;Right;;;
E. Pa_inda;Erik Pa_inda;5/9/1989;35;175.26;71.2;LW,CF;Slovakia;72;3000000;1000;Left;;;
A. Kravets;Artem Kravets;6/3/1989;35;187.96;78.9;ST,CAM;Ukraine;72;3100000;13000;Right;;;
Walter Silvieiro;Walter Elias Silvieiro Borges;2/29/1992;33;152.4;69.9;ST;Brazil;72;3400000;14000;Right;;;
J. Bednarek;Jan Bednarek;4/12/1996;28;187.96;77.1;CB;Poland;72;4200000;25000;Right;Poland;LCB;5
D. Maresic;Dario Maresic;9/29/1999;25;182.88;73.9;CB;Austria;72;4500000;6000;Right;;;
D. Alar;Deni Alar;1/18/1990;35;185.42;78;ST;Austria;72;3200000;15000;Left;;;
K. Diatta;Krépin Diatta;2/25/1999;26;175.26;68;RM,LM,ST;Senegal;72;6000000;8000;Right;;;
J. Torunarigha;Jordan Torunarigha;8/7/1997;27;187.96;77.1;CB,LB;Germany;72;4700000;12000;Left;;;
J. Lucumi;Jeison Lucumi;4/8/1995;29;152.4;63;RM,LM,CAM;Colombia;72;4600000;4000;Right;;;
Thiago Alminxa;Thiago Claudnei Almeida Reis;2/29/1992;33;182.88;71.2;ST,RW;Brazil;72;3400000;14000;Right;;;
R. Matos;Ryder Matos Santos;2/27/1993;32;154.94;69.9;RW,ST,LW;Brazil;72;3700000;19000;Right;;;
C. Santos;Christian Santos;3/24/1988;36;182.88;78.9;ST;Venezuela;72;3000000;9000;Left;;;
Santi da Bruma;Santiago André da Bruma Reis;2/29/1984;41;172.72;67.1;ST,RM;Brazil;72;1600000;11000;Right;;;
R. Quioto;Romell Quioto;8/9/1991;33;154.94;78;LM,LW,ST;Honduras;72;3300000;7000;Right;;;
J. Sala;Jacopo Sala;12/5/1991;33;154.94;74.8;RB;Italy;72;2600000;21000;Right;;;
J. Rinne;Jacob Rinne;6/20/1993;31;187.96;81.2;GK;Sweden;72;3000000;8000;Left;;;
S. Scuffet;Simone Scuffet;5/31/1996;28;190.5;78;GK;Italy;72;3800000;11000;Right;;;
K. Lamprou;Konstantinos Lamprou;9/18/1991;33;152.4;83.9;GK;Greece;72;2500000;9000;Left;;;
René;René Román Hinojo;12/15/1983;41;185.42;78.9;GK;Spain;72;1300000;5000;Right;;;
D. Limnios;Dimitris Limnios;5/27/1998;26;154.94;71.2;LM,RM;Greece;72;4600000;1000;Right;;;
R. Gómez;Rodrigo Gómez;1/2/1993;32;165.1;64;LM,RM,LW;Argentina;72;3700000;17000;Right;;;
S. Badji;Stéphane Badji;1/18/1990;35;154.94;74.8;CDM,CM;Senegal;72;2500000;13000;Right;;;
M. Schmiedebach;Manuel Schmiedebach;12/5/1988;36;170.18;69.9;CDM;Germany;72;2400000;22000;Right;;;
Hong Jeong Ho;___ ___;8/12/1989;35;187.96;77.1;CB;Korea Republic;72;2500000;14000;Right;;;
Bracali;Rafael Wihby Bracalli;5/5/1981;43;185.42;79.8;GK;Brazil;72;210000;3000;Right;;;
A. Mosquera;Andrés Mosquera;2/20/1990;35;154.94;78;CB,RB;Colombia;72;2800000;20000;Right;;;
David García;David García Santana;2/25/1982;43;182.88;79.8;CB,RB;Spain;72;425000;6000;Right;;;
Nacho Gil;Ignacio Gil;9/9/1995;29;170.18;68.9;LM,RM;Spain;72;4600000;19000;Right;;;
Mauro Riboas;Mauro Guilherme Ribeiro Rangel;2/29/1992;33;175.26;74.8;CAM;Brazil;72;3300000;20000;Right;;;
T. Murg;Thomas Murg;11/14/1994;30;172.72;69.9;RM,CAM;Austria;72;4100000;12000;Left;;;
L. Olaza;Lucas René Olaza Catrofe;7/21/1994;30;175.26;73.9;LB,LWB;Uruguay;72;3600000;13000;Left;;;
R. Williams;Rhys  Williams;7/14/1988;36;185.42;78;CB;Australia;72;2400000;15000;Right;;;
Charles;Charles Marcelo da Silva;2/4/1994;31;185.42;83.9;GK;Brazil;72;2900000;5000;Right;;;
Carleto Costinha;Carleto Adilson Costinha Caldeira;2/29/1992;33;175.26;68.9;CAM,ST,RM;Brazil;72;3300000;20000;Right;;;
Nélson Monte;Nélson Macedo Monte;7/30/1995;29;187.96;78;CB;Portugal;72;3600000;6000;Right;;;
N. Powell;Nick Powell;3/23/1994;30;182.88;64.9;CAM;England;72;4100000;32000;Right;;;
A. Oukidja;Alexandre Oukidja;7/19/1988;36;182.88;78.9;GK;Algeria;72;2400000;5000;Right;;;
A. Silbeira;Andy Silbeira;2/29/1996;29;190.5;93.9;GK;Paraguay;72;;;Right;;;
B. Caicedo;Beder Caicedo;5/13/1992;32;154.94;72.1;LB;Ecuador;72;;;Left;;;
Y. Bammou;Yacine Bammou;9/11/1991;33;187.96;78;ST,LM,RM;Morocco;72;3700000;18000;Right;;;
J. Okore;Tetchi Jores Charlemagne Ulrich Okore;8/11/1992;32;182.88;79.8;CB;Denmark;72;3400000;10000;Right;;;
Hugo Rubiães;Hugo Adryan Rubiães Chaves;2/29/1984;41;175.26;74.8;CDM,RB;Brazil;72;950000;18000;Right;;;
S. Yago;Steeve Yago;12/16/1992;32;154.94;77.1;RB,CB;Burkina Faso;72;3200000;17000;Right;;;
R. Varga;Roland Varga;1/23/1990;35;182.88;78.9;RW,ST;Hungary;72;;;Right;;;
K. Nordfeldt;Kristoffer Nordfeldt;6/23/1989;35;190.5;84.8;GK;Sweden;72;2500000;16000;Right;Sweden;SUB;22
N. Bertolo;Nicolás Santiago Bertolo;1/2/1986;39;152.4;74.8;LM;Argentina;72;2400000;11000;Right;;;
M. Suttner;Markus Suttner;4/16/1987;37;152.4;73.9;LB,LWB;Austria;72;2000000;29000;Left;;;
W. Vaulks;Will Vaulks;9/13/1993;31;154.94;74.8;CDM,CM;England;72;3200000;19000;Right;;;
T. Su_i_;Tino-Sven Su_i_;2/13/1992;33;185.42;83;CAM,CM;Bosnia Herzegovina;72;3700000;7000;Left;;;
Vítor Gomes;Vitor Hugo Gomes da Silva;12/25/1987;37;182.88;81.2;CM,CDM;Portugal;72;2900000;9000;Right;;;
R. Shawcross;Ryan Shawcross;10/4/1987;37;190.5;76.2;CB;England;72;2300000;27000;Right;;;
Zhang Xizhe;___;1/23/1991;34;154.94;68.9;CAM,LW,LM,CM;China PR;72;3300000;14000;Right;;;
Rogerinho;Rogerio De Assis Silva Coutinho;3/20/1987;37;175.26;69.9;CAM,LM,LW;Brazil;72;2700000;18000;Right;;;
L. Höler;Lucas Höler;7/10/1994;30;182.88;79.8;ST,RM;Germany;72;4000000;17000;Right;;;
S. Longo;Samuele Longo;1/12/1992;33;185.42;78;ST;Italy;72;3700000;40000;Right;;;
A. Morales;Alfredo Morales;5/12/1990;34;182.88;77.1;CM;United States;72;3100000;22000;Right;;;
Marc Mateu;Marc Mateu Sanjuán;6/16/1990;34;154.94;71.2;LM,LB;Spain;72;3100000;9000;Left;;;
A. Costa;Andrea Costa;2/1/1986;39;182.88;73;CB;Italy;72;1800000;4000;Left;;;
Nilsito Vilela;Nilson Rafael Vilela de Brito;2/29/1988;37;154.94;71.2;ST,CF,CAM;Brazil;72;3000000;14000;Right;;;
D. Banguero;Danovis Banguero Lerma;10/27/1989;35;185.42;78.9;LB;Colombia;72;2500000;3000;Left;;;
R. Zozulya;Roman Zozulya;11/17/1989;35;154.94;62.1;ST;Ukraine;72;3200000;8000;Right;;;
Pedro Porro;Pedro Antonio Porro Sauceda;9/13/1999;25;175.26;69.9;RWB,RB,RM;Spain;72;4900000;8000;Right;;;
A. Matri;Alessandro Matri;8/19/1984;40;182.88;79.8;ST;Italy;72;2000000;35000;Right;;;
F. Angileri;Fabrizio Angileri;3/15/1994;30;182.88;83.9;LB,LM;Argentina;72;3700000;9000;Left;;;
A. Losilla;Anthony Losilla;3/10/1986;38;185.42;79.8;CDM,CM,CB;France;72;1800000;13000;Right;;;
A. Forshaw;Adam Forshaw;10/8/1991;33;175.26;71.2;CM,CDM;England;72;3600000;30000;Right;;;
D. Di Gennaro;Davide Di Gennaro;6/16/1988;36;154.94;72.1;CM;Italy;72;2900000;30000;Left;;;
E. Karaca;Efecan Karaca;11/16/1989;35;165.1;55.8;CAM,RM;Turkey;72;3100000;12000;Right;;;
I. Radu;Ionu_ Andrei Radu;5/28/1997;27;187.96;78;GK;Romania;72;4400000;18000;Right;;;
E. Ofori;Ebenezer Ofori;7/1/1995;29;172.72;69.9;CM;Ghana;72;4200000;20000;Left;;;
I. Baldé;Ibrahima Baldé;4/4/1989;35;190.5;84.8;ST;Senegal;72;3100000;10000;Right;;;
Y. Boli;Yohan Boli;11/17/1993;31;154.94;78;ST;Ivory Coast;72;4000000;9000;Right;;;
F. Lértora;Federico Lértora;7/5/1990;34;175.26;73;CDM;Argentina;72;2900000;10000;Right;;;
M. Johansson;Mattias Johansson;2/16/1992;33;170.18;64;RB,RWB;Sweden;72;3000000;1000;Right;;;
Diego Ângelo;Diego Ângelo de Oliveira;2/17/1986;39;193.04;83.9;CB;Brazil;72;1800000;12000;Left;;;
S. _urkowski;Szymon _urkowski;9/25/1997;27;185.42;77.1;CM;Poland;72;5500000;26000;Right;;;
G. Escobar;Gonzalo Escobar;5/13/1997;27;170.18;69.9;LB;Argentina;72;3900000;7000;Left;;;
Paulao Junqueiras;Paulao Paulo Junqueiras Couto;2/29/1988;37;193.04;96.2;ST;Brazil;72;3000000;22000;Right;;;
Matheus Cunha;Matheus Santos Carneiro Da Cunha;5/27/1999;25;182.88;74.8;ST,RM,CAM;Brazil;72;6500000;18000;Right;;;
F. Sambueza;Fabián Héctor Sambueza;8/1/1988;36;170.18;64.9;RM,CAM;Argentina;72;3000000;4000;Right;;;
F. Zuqui;Fernando Zuqui;11/27/1991;33;170.18;64.9;CM,RM;Argentina;72;3600000;12000;Right;;;
S. Sáez;Sebastián Sáez;1/24/1985;40;175.26;84.8;ST;Argentina;72;2000000;9000;Right;;;
A. Briseño;Antonio Briseño Vázquez;2/5/1994;31;185.42;74.8;CB;Mexico;72;3500000;7000;Right;;;
B. Méndez;Bruno Méndez;9/10/1999;25;152.4;77.1;CB,RB;Uruguay;72;;;Right;;;
M. Izco;Mariano Julio Izco;3/13/1983;41;154.94;77.1;CM,CDM;Argentina;72;1300000;2000;Right;;;
P. Arriola;Paul Joseph Arriola Hendricks;2/5/1995;30;167.64;64.9;RM,RB;United States;72;4200000;6000;Right;United States;SUB;14
R. Sigurjónsson;Rúnar Már Sigurjónsson;6/18/1990;34;152.4;83;CM,CDM,CAM;Iceland;72;3100000;12000;Right;;;
Bruno Uvini;Bruno Uvini Bortolança;6/3/1991;33;185.42;83.9;CB;Brazil;72;2900000;24000;Left;;;
E. Soto;Elkin Soto Jaramillo;8/4/1980;44;152.4;74.8;CM,CDM;Colombia;72;975000;2000;Left;;;
Clayton Fildeiras;Clayton Fábio Fildeiras Cachoeira;2/29/1984;41;172.72;68.9;CAM,CM;Brazil;72;1600000;12000;Right;;;
S. Barreiro;Jaine Stiven Barreiro Solis;6/19/1994;30;187.96;78;CB;Colombia;72;3900000;16000;Right;;;
Luís Leal;Luís Leal dos Anjos;5/29/1987;37;175.26;69.9;ST;São Tomé & Príncipe;72;2800000;15000;Right;;;
J. Correa;Javier Correa;10/23/1992;32;187.96;84.8;ST;Argentina;72;3900000;16000;Right;;;
C. Akolo;Chadrac Akolo;4/1/1995;29;172.72;72.1;RW,CAM,ST,LW;DR Congo;72;4600000;22000;Right;;;
Felipe;Felipe Martins;9/30/1990;34;170.18;68;CM,CDM,CAM;Brazil;72;3200000;7000;Right;;;
G. Angella;Gabriele Angella;4/28/1989;35;187.96;78.9;CB;Italy;72;2400000;18000;Right;;;
D. Martínez;Damián Alberto Martínez;1/31/1990;35;175.26;77.1;RB;Argentina;72;2500000;14000;Right;;;
Simy;Simeon Tochukwu Nwankwo;5/7/1992;32;198.12;83.9;ST;Nigeria;72;3900000;4000;Right;;;
E. Insúa;Emanuel Insúa;4/10/1991;33;182.88;81.2;LB,LWB;Argentina;72;2900000;1000;Left;;;
O. Vranje_;Ognjen Vranje_;10/24/1989;35;182.88;74.8;CB,RB;Bosnia Herzegovina;72;2800000;14000;Right;;;
L. Ardente;Luis Emanuel Ardente;9/17/1981;43;187.96;81.2;GK;Argentina;72;425000;5000;Right;;;
E. Jakupovi_;Eldin Jakupovi_;10/2/1984;40;190.5;84.8;GK;Switzerland;72;1600000;30000;Right;;;
H. Bandé;Hassane Bandé;10/30/1998;26;152.4;68;LW,ST;Burkina Faso;72;5500000;7000;Right;;;
R. Morioka;__ ___;4/12/1991;33;154.94;78.9;CAM,CF;Japan;72;3600000;15000;Right;;;
C. Pantilimon;Costel Pantilimon;2/1/1987;38;203.2;96.2;GK;Romania;72;1900000;25000;Right;Romania;SUB;1
A. Gerndt;Alexander Gerndt;7/14/1986;38;182.88;79.8;ST,CAM;Sweden;72;2800000;8000;Left;;;
Gao Lin;__;2/14/1986;39;185.42;74.8;ST,LW,RW,LM;China PR;72;2500000;14000;Right;;;
H. Palacios;Helibelton Palacios Zapata;6/11/1993;31;175.26;74.8;RB,RWB;Colombia;72;3400000;4000;Right;;;
A. Silva;Antony Domingo Silva Cano;2/27/1984;41;190.5;92.1;GK;Paraguay;72;1300000;9000;Right;;;
João Schmidt;João Felipe Schmidt Urbano;5/19/1993;31;182.88;82.1;CM,CDM,LB;Brazil;72;3800000;18000;Left;;;
R. Métanire;Romain Métanire;3/28/1990;34;152.4;73.9;RB;Madagascar;72;2500000;6000;Right;;;
D. Kombarov;Dmitriy Kombarov;1/22/1987;38;182.88;72.1;LB,LWB;Russia;72;2000000;1000;Left;Russia;SUB;23
J. Torres Nilo;Jorge Emmanuel Torres Nilo;1/16/1988;37;154.94;78;LB,CB;Mexico;72;2200000;32000;Left;;;
A. Hoffmann;André Hoffmann;2/28/1993;32;190.5;83.9;CB,CDM;Germany;72;3400000;18000;Right;;;
R. Canouse;Russell Canouse;6/11/1995;29;152.4;76.2;CDM,CM;United States;72;3900000;5000;Right;;;
D. Zabala;Diego Martín Zabala Morales;9/19/1991;33;172.72;64;RM;Uruguay;72;3300000;11000;Right;;;
Ji Dong Won;___ ___;5/28/1991;33;187.96;81.2;CF,CAM,LM;Korea Republic;72;3300000;19000;Right;;;
M. Erdinç;Mevlüt Erdinç;2/25/1987;38;154.94;83.9;ST;Turkey;72;2800000;19000;Right;;;
A. Ömür;Abdülkadir Ömür;6/25/1999;25;167.64;67.1;RM,LM;Turkey;72;4200000;10000;Left;;;
Costinha;João José  Pereira da Costa;8/25/1992;32;170.18;64;CM,CAM,RW;Portugal;72;3800000;8000;Right;;;
F. Ricci;Federico Ricci;5/27/1994;30;175.26;63;RW,LW;Italy;72;3900000;31000;Left;;;
A. Novikovas;Arvydas Novikovas;12/18/1990;34;152.4;76.2;LM,RM;Lithuania;72;3300000;8000;Left;;;
O. Gonzalez;Omar Alejandro González;10/11/1988;36;195.58;92.1;CB;United States;72;2400000;15000;Right;;;
D. _op;Duje _op;2/1/1990;35;182.88;73;ST;Croatia;72;3200000;14000;Right;;;
M. Milligan;Mark  Milligan;8/4/1985;39;152.4;78;CDM,CB;Australia;72;1800000;6000;Right;Australia;RCM;5
D. Morales;Diego Morales;11/29/1986;38;172.72;68.9;CAM;Argentina;72;2700000;11000;Right;;;
B. Hrgota;Branimir Hrgota;1/12/1993;32;185.42;74.8;ST,CF;Sweden;72;4000000;24000;Left;;;
L. Caldirola;Luca Caldirola;2/1/1991;34;187.96;78.9;CB,LB;Italy;72;2600000;4000;Left;;;
M. Rosenberg;Markus Rosenberg;9/27/1982;42;182.88;81.2;ST;Sweden;72;1400000;5000;Right;;;
Su Boyang;___;1/20/1989;36;185.42;73.9;GK;China PR;72;2400000;9000;Right;;;
D. Gonzo;Derley Gonzo;2/29/1996;29;175.26;73;RM;Paraguay;72;;;Right;;;
I. Seck;Ibrahima Seck;8/10/1989;35;193.04;88;CDM,CM;Senegal;72;2500000;11000;Left;;;
J. Mauri;José Mauri;5/16/1996;28;170.18;64.9;CM,CDM;Italy;72;4300000;43000;Right;;;
G. Zusi;Graham Zusi;8/18/1986;38;152.4;72.1;RB;United States;72;2000000;6000;Right;;;
Claiton;Claiton Machado dos Santos;9/7/1984;40;187.96;78.9;CB;Brazil;72;1300000;3000;Right;;;
D. Vavro;Denis Vavro;4/10/1996;28;190.5;76.2;CB;Slovakia;72;3700000;12000;Right;;;
J. Fernández;José Luis Fernández;10/26/1987;37;170.18;67.1;LM,LB;Argentina;72;2900000;10000;Left;;;
Adrián Burnabão;Adrián Guto Negrão Bastos;2/29/1984;41;175.26;73;CAM,CF;Brazil;72;1600000;16000;Right;;;
F. Avenatti;Felipe Nicolás Avenatti;4/26/1993;31;195.58;86.2;ST,CF,CAM;Uruguay;72;4000000;23000;Left;;;
M. Iori;Manuel Iori;3/12/1982;42;182.88;72.1;CM,CDM;Italy;72;975000;2000;Right;;;
O. Nyland;Ørjan  Håskjold Nyland;9/10/1990;34;193.04;89.8;GK;Norway;72;2500000;11000;Right;Norway;SUB;12
Domingos Duarte;Domingos Sousa Coutinho Meneses Duarte;3/3/1995;30;190.5;78;CB;Portugal;72;3900000;8000;Right;;;
A. Castro;Alexis Castro;10/18/1994;30;182.88;71.2;LM,CDM,CM,RM;Argentina;72;4300000;13000;Left;;;
I. Mbenza;Isaac Mbenza;3/8/1996;29;187.96;77.1;ST,RM;Belgium;72;4600000;17000;Right;;;
A. Aguerre;Alan Aguerre;8/23/1990;34;154.94;79.8;GK;Argentina;72;2600000;10000;Right;;;
Y. Meriah;Yassine Meriah;7/2/1993;31;190.5;83;CB,RB;Tunisia;72;3300000;1000;Right;;;
Àngel Rangel;Àngel Rangel Zaragoza;11/28/1982;42;152.4;82.1;RB;Spain;72;675000;5000;Right;;;
Renato Santos;Renato João Saleiro Santos;10/5/1991;33;175.26;69.9;RM,RW,LM,LW;Portugal;72;3300000;8000;Right;;;
S. van de Streek;Sander  van de Streek;3/24/1993;31;182.88;73.9;CAM,ST;Netherlands;72;3800000;13000;Right;;;
Léo Jabá;Leonardo Rodrigues Lima;8/2/1998;26;152.4;72.1;LM,RM;Brazil;72;4900000;1000;Right;;;
C. Borja;Cristian Alexis Borja González;2/18/1993;32;154.94;72.1;LB;Colombia;72;3200000;8000;Left;Sporting CP;LB;26
Y. Msakni;Youssef Msakni;10/28/1990;34;175.26;73;LW,CAM;Tunisia;72;3300000;10000;Right;;;
F. Al Muwallad;Fahad Mosaed Al Muwallad Al Harbi;9/14/1994;30;170.18;68;RM,LM,ST;Saudi Arabia;72;4200000;23000;Right;;;
L. Carole;Lionel Carole;4/12/1991;33;182.88;78;LWB,LB,LM;France;72;2900000;13000;Left;;;
T. Romanczuk;Taras Romanczuk;11/14/1991;33;185.42;73;CDM;Poland;72;3000000;7000;Left;;;
E. Koulouris;Efthimios Koulouris;3/6/1996;29;185.42;82.1;ST;Greece;72;;;Right;;;
A. Chipciu;Alexandru Mih_i__ Chipciu;5/18/1989;35;152.4;73;RM,RB,LM;Romania;72;3000000;1000;Right;Romania;RM;7
T. Torun;Tunay Torun;4/21/1990;34;175.26;72.1;RM,LM;Turkey;72;3100000;18000;Right;;;
Jessé Ledeiro;Jessé Martin Ledeiro Serra;2/29/1988;37;175.26;73;CAM,CF;Brazil;72;2900000;20000;Right;;;
B. van Leer;Benjamin van Leer;4/9/1992;32;187.96;79.8;GK;Netherlands;72;2600000;9000;Right;;;
Salomão;Diogo Ferreira Salomão;9/14/1988;36;175.26;68;LM,RM;Portugal;72;3000000;11000;Left;;;
Álex Fernández;Alejandro Fernández Iglesias;10/15/1992;32;154.94;68;CAM,CDM,CM;Spain;72;3900000;8000;Right;;;
Pedro Sánchez;Pedro Antonio Sánchez Moñino;12/12/1986;38;175.26;73.9;RM,LM,CAM,ST;Spain;72;2700000;8000;Right;;;
Jairinhazo;Jairo Ralph Resende dos Santos;2/29/1988;37;170.18;62.1;CAM,CM;Brazil;72;2900000;12000;Right;;;
S. Perica;Stipe Perica;7/7/1995;29;193.04;79.8;ST;Croatia;72;4200000;18000;Right;;;
Hwang Hee Chan;___ ___;1/26/1996;29;152.4;77.1;ST,RM;Korea Republic;72;4900000;24000;Right;;;
Clerc;Carlos Clerc Martínez;2/21/1992;33;182.88;68.9;LB,LWB,LM;Spain;72;3000000;7000;Left;;;
R. Danzé;Romain Danzé;7/3/1986;38;182.88;73;RB;France;72;2000000;20000;Right;;;
B. Trawally;Bubacarr Trawally;11/10/1994;30;185.42;69.9;ST,CAM;Gambia;72;4300000;22000;Right;;;
R. McCormack;Ross McCormack;8/18/1986;38;175.26;73.9;ST;Scotland;72;2800000;16000;Right;;;
F. Díaz;Farid Alfonso Díaz Rhenals;7/20/1983;41;170.18;68.9;LB;Colombia;72;875000;3000;Left;;;
S. Decarli;Saulo Decarli;2/4/1992;33;187.96;82.1;CB;Switzerland;72;3100000;15000;Right;;;
H. Afful;Harrison Afful;6/24/1986;38;167.64;60.8;RB,RWB;Ghana;72;1700000;6000;Right;;;
R. _ulj;Robert _ulj;2/5/1992;33;187.96;88.9;CF,CAM,ST;Austria;72;3700000;25000;Right;;;
Guitián;Alberto Guitián Ceballos;7/29/1990;34;154.94;68.9;CB,CDM;Spain;72;3000000;7000;Right;;;
Florentino Luís;Florentino Morris Luís;8/19/1999;25;182.88;73;CDM;Portugal;72;6000000;3000;Right;;;
K. Diks;Kevin Diks;10/6/1996;28;185.42;69.9;RB;Netherlands;72;3700000;23000;Right;;;
S. Medina;Jhon Stefan Medina Ramírez;6/14/1992;32;154.94;68.9;RB,CB;Colombia;72;3100000;28000;Right;;;
Orlando Sá;Orlando Carlos Braga de Sá;5/26/1988;36;187.96;84.8;ST;Portugal;72;3000000;13000;Right;;;
C. Molinaro;Cristian Molinaro;7/30/1983;41;182.88;82.1;LB,LM;Italy;72;875000;11000;Left;;;
C. González;Carlos Gabriel González Espínola;2/4/1993;32;182.88;76.2;ST;Paraguay;72;4000000;16000;Left;;;
G. Poblete;Gerónimo Gastón Poblete;1/2/1993;32;172.72;63;CDM,CM;Argentina;72;3300000;6000;Right;;;
Angulo;Igor Angulo Albóniga;1/26/1984;41;154.94;77.1;ST;Spain;72;1600000;6000;Left;;;
Joselu;José Luís Moreno Barroso;3/3/1991;34;175.26;73;ST;Spain;72;3300000;10000;Right;;;
R. Walter;Rémi Walter;4/26/1995;29;175.26;73;CM,CDM;France;72;4200000;19000;Left;;;
M. Trávník;Michal Trávník;5/17/1994;30;175.26;69.9;CM,CAM,CDM;Czech Republic;72;;;Right;;;
D. Arslanagic;Dino Arslanagic;4/24/1993;31;190.5;87.1;CB;Belgium;72;3400000;8000;Right;;;
M. Mittelstädt;Maximilian Mittelstädt;3/18/1997;27;152.4;68.9;LM,LB,LW;Germany;72;5000000;14000;Left;;;
Y. Orozco;Yohandry José Orozco Cujía;3/19/1991;33;167.64;73;LW,CAM;Venezuela;72;3300000;8000;Right;;;
J. Omlin;Jonas Omlin;1/10/1994;31;187.96;79.8;GK;Switzerland;72;3100000;11000;Right;FC Basel 1893;GK;1
M. Meli;Marcelo Meli;6/20/1992;32;152.4;69.9;CM,RM;Argentina;72;3800000;15000;Right;;;
Pablo Marí;Pablo Marí Villar;8/31/1993;31;190.5;87.1;CB;Spain;72;3600000;51000;Left;;;
L. Abecasis;Luciano Abecasis;6/4/1990;34;175.26;73;RB;Argentina;72;2500000;11000;Right;;;
P. Ceppelini;Pablo Daniel Ceppelini Gatto;9/11/1991;33;175.26;69.9;CAM,CM;Uruguay;72;3700000;5000;Right;;;
R. Wolf;Raphael Wolf;6/6/1988;36;190.5;86.2;GK;Germany;72;2000000;15000;Right;;;
D. Kuciak;Du_an Kuciak;5/21/1985;39;193.04;87.1;GK;Slovakia;72;1600000;5000;Right;;;
A. Tuanzebe;Axel Tuanzebe;11/14/1997;27;185.42;72.1;CB,RB;England;72;4700000;43000;Right;;;
Leordinho Paes;Manuel Leonardo Conceição Paes;2/29/1988;37;154.94;68.9;CAM,LM;Brazil;72;2900000;14000;Left;;;
Kiko Olivas;Francisco José Olivas Alba;8/21/1988;36;187.96;83;CB;Spain;72;2400000;14000;Right;;;
R. De Laet;Ritchie De Laet;11/28/1988;36;185.42;77.1;RB,LB,ST;Belgium;72;2400000;14000;Right;;;
F. Romagna;Filippo Romagna;5/26/1997;27;185.42;74.8;CB;Italy;72;6000000;14000;Right;;;
C. Medjani;Carl Medjani;5/15/1985;39;182.88;77.1;CB,CDM;Algeria;72;1300000;14000;Right;;;
S. Koroki;__ __;7/31/1986;38;175.26;72.1;ST;Japan;72;2800000;11000;Right;;;
M. Vlap;Michel Vlap;6/2/1997;27;190.5;68.9;CAM,LW;Netherlands;72;4400000;6000;Right;;;
E. Martínez;Emiliano Martínez;9/2/1992;32;193.04;84.8;GK;Argentina;72;3000000;40000;Right;;;
Montoro;Ángel Montoro Sánchez;6/25/1988;36;154.94;72.1;CDM;Spain;72;2300000;7000;Right;;;
S. Adegbenro;Samuel Adegbenro;12/3/1995;29;152.4;74.8;LW,RW,ST;Nigeria;72;4600000;6000;Right;;;
I. Sylla;Issiaga Sylla;1/1/1994;31;154.94;74.8;LWB,LB,LM;Guinea;72;3400000;16000;Left;;;
Alberto;Alberto García Cabrera;2/9/1985;40;182.88;77.1;GK;Spain;72;1600000;11000;Right;;;
P. Crouch;Peter Crouch;1/30/1981;44;200.66;74.8;ST;England;72;1100000;29000;Right;;;
Fernandinho;Luiz Fernando Pereira da Silva;11/25/1985;39;170.18;67.1;LM,RM,ST,CAM;Brazil;72;2400000;8000;Left;;;
F. Gaibor;Fernando Gaibor;10/8/1991;33;152.4;74.8;CM,CAM,CDM;Ecuador;72;3600000;15000;Right;;;
A. Farías;Carlos Agustín Farías;12/25/1987;37;152.4;69.9;CDM,CM;Argentina;72;2300000;4000;Right;;;
M. Sobottka;Marcel Sobottka;4/25/1994;30;185.42;74.8;CDM,CM;Germany;72;3600000;16000;Right;;;
T. Lawrence;Tom Lawrence;1/13/1994;31;154.94;74.8;LW;Wales;72;3900000;29000;Right;Wales;LM;17
V. Belec;Vid Belec;6/6/1990;34;193.04;93;GK;Slovenia;72;2600000;18000;Right;Slovenia;GK;12
Pau Torres;Pau Francisco Torres;1/16/1997;28;193.04;81.2;CB;Spain;72;4000000;14000;Left;;;
B. Johnsen;Björn Maars Johnsen;11/6/1991;33;195.58;81.2;ST;Norway;72;3700000;12000;Right;Norway;LS;9
J. Galván;Jonathan Sebastián Galván;6/25/1992;32;152.4;68.9;CB,CDM;Argentina;72;3200000;9000;Right;;;
Rafa Soares;Luís Rafael Soares Alves;5/9/1995;29;152.4;71.2;LB;Portugal;72;3900000;6000;Left;;;
R. Shotton;Ryan Shotton;9/30/1988;36;190.5;83.9;RB,CB,RWB;England;72;2400000;35000;Right;;;
L. Suárez;Leonardo Suárez;3/30/1996;28;167.64;59.9;RM,ST,CAM;Argentina;72;4600000;18000;Left;;;
A. Fransson;Alexander Fransson;4/2/1994;30;154.94;73.9;CM,CDM;Sweden;72;4100000;5000;Right;;;
J. Nsame;Jean-Pierre Nsame;5/1/1993;31;187.96;88;ST;Cameroon;72;4200000;17000;Right;;;
P. Djilobodji;Papiss Mison Djilobodji;12/1/1988;36;193.04;82.1;CB;Senegal;72;2400000;16000;Left;;;
Porphirinho;R. Nicholas Porfírio Jardim;2/29/1988;37;152.4;71.2;CDM,CM;Brazil;72;2300000;11000;Right;;;
Jorge Pombo;Jorge Marcos Pombo Escobar;2/22/1994;31;172.72;78;CAM,ST;Spain;72;4100000;7000;Right;;;
